"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.132317710E-1,-1.136590764E-1,-1.196411327E-1,9.940383911E0,9.941753602E0
8.157373960E-1,-1.232303679E-1,-1.244267747E-1,9.892526627E0,9.894076551E0
8.182429690E-1,-1.232303679E-1,-9.092725813E-2,9.906884193E0,9.908067819E0
8.207485940E-1,-8.494520187E-2,-1.100698411E-1,9.921240807E0,9.922214985E0
8.232542710E-1,-8.015955985E-2,-8.614161611E-2,9.906884193E0,9.907582972E0
8.257598960E-1,-7.058826834E-2,-8.135596663E-2,9.930811882E0,9.931395981E0
8.282655210E-1,-9.451649338E-2,-1.148554832E-1,9.935597420E0,9.936710786E0
8.307714060E-1,-4.666004330E-2,-1.483550072E-1,9.945169449E0,9.946385360E0
8.332869270E-1,-7.537391037E-2,-1.148554832E-1,9.949954987E0,9.950903338E0
8.357928120E-1,-6.580262631E-2,-8.135596663E-2,9.973882675E0,9.974431533E0
8.382986460E-1,-1.088734269E-1,-1.100698411E-1,9.892526627E0,9.893738012E0
8.408044790E-1,-1.136590764E-1,-1.387837082E-1,9.916455269E0,9.918077657E0
8.433103650E-1,-9.930214286E-2,-9.571290761E-2,9.878170013E0,9.879132790E0
8.458161980E-1,-9.930214286E-2,-1.339980662E-1,9.916455269E0,9.917857707E0
8.483220830E-1,-1.423729509E-1,-1.292124242E-1,9.916455269E0,9.918318961E0
8.508279170E-1,-1.184447184E-1,-6.221338734E-2,9.954740524E0,9.955639536E0
8.533779170E-1,-8.494520187E-2,-1.339980662E-1,9.916455269E0,9.917724349E0
8.559279170E-1,-1.375873089E-1,-1.052841991E-1,9.949954987E0,9.951463172E0
8.584779170E-1,-8.973085135E-2,-1.196411327E-1,9.906884193E0,9.908012921E0
8.609868750E-1,-1.663011760E-1,-1.100698411E-1,9.935597420E0,9.937598681E0
8.635005210E-1,-9.451649338E-2,-1.100698411E-1,9.930811882E0,9.931871595E0
8.660094790E-1,-9.451649338E-2,-1.292124242E-1,9.940383911E0,9.941672974E0
8.685184900E-1,-1.280160099E-1,-1.148554832E-1,9.930811882E0,9.932301069E0
8.710274480E-1,-1.328016520E-1,-1.244267747E-1,9.954740524E0,9.956403829E0
8.735364580E-1,-9.930214286E-2,-8.135596663E-2,9.916455269E0,9.917286161E0
8.760454170E-1,-9.930214286E-2,-1.004985496E-1,9.921240807E0,9.922246722E0
8.784954170E-1,-8.973085135E-2,-1.052841991E-1,9.935597420E0,9.936560395E0
8.809454170E-1,-9.930214286E-2,-1.148554832E-1,9.930811882E0,9.931972480E0
8.834234370E-1,-1.136590764E-1,-1.196411327E-1,9.897313118E0,9.898688769E0
8.859014580E-1,-8.494520187E-2,-1.004985496E-1,9.945169449E0,9.946039966E0
8.884066150E-1,-1.423729509E-1,-1.148554832E-1,9.945169449E0,9.946851623E0
8.909117710E-1,-1.567298770E-1,-7.657032460E-2,9.897313118E0,9.898850147E0
8.934169270E-1,-1.471585929E-1,-9.571290761E-2,9.945169449E0,9.946718654E0
8.959220830E-1,-1.519442350E-1,-1.196411327E-1,9.940383911E0,9.942265001E0
8.984272400E-1,-1.280160099E-1,-1.435693651E-1,9.916455269E0,9.918320693E0
9.009329690E-1,-1.136590764E-1,-1.148554832E-1,9.906884193E0,9.908201885E0
9.034592190E-1,-1.136590764E-1,-1.148554832E-1,9.911669731E0,9.912986786E0
9.059649480E-1,-1.328016520E-1,-1.579262912E-1,9.926026344E0,9.928170827E0
9.084706770E-1,-1.088734269E-1,-1.052841991E-1,9.930811882E0,9.931966715E0
9.109764060E-1,-1.280160099E-1,-1.292124242E-1,9.902098656E0,9.903769067E0
9.134821350E-1,-1.280160099E-1,-1.244267747E-1,9.926026344E0,9.927631596E0
9.159879170E-1,-1.136590764E-1,-1.244267747E-1,9.892526627E0,9.893961970E0
9.184940100E-1,-8.015955985E-2,-1.004985496E-1,9.945169449E0,9.946000245E0
9.210107290E-1,-8.015955985E-2,-1.292124242E-1,9.916455269E0,9.917621010E0
9.235168230E-1,-1.280160099E-1,-7.657032460E-2,9.954740524E0,9.955858075E0
9.260228650E-1,-4.666004330E-2,-7.178468257E-2,9.916455269E0,9.916824860E0
9.285289580E-1,-1.328016520E-1,-1.244267747E-1,9.940383911E0,9.942049618E0
9.310350520E-1,-8.973085135E-2,-1.100698411E-1,9.911669731E0,9.912687015E0
9.335411460E-1,-1.280160099E-1,-1.435693651E-1,9.964311600E0,9.966168066E0
9.360911460E-1,-9.451649338E-2,-8.135596663E-2,9.959526062E0,9.960306800E0
9.386411460E-1,-9.451649338E-2,-1.148554832E-1,9.902098656E0,9.903215788E0
9.411500520E-1,-1.040877849E-1,-8.614161611E-2,9.930811882E0,9.931730931E0
9.436745310E-1,-9.930214286E-2,-1.244267747E-1,9.926026344E0,9.927302853E0
9.461989580E-1,-8.494520187E-2,-1.004985496E-1,9.892526627E0,9.893401776E0
9.487078650E-1,-9.451649338E-2,-1.052841991E-1,9.926026344E0,9.927034659E0
9.512167190E-1,-1.088734269E-1,-1.244267747E-1,9.930811882E0,9.932188081E0
9.537256250E-1,-9.451649338E-2,-1.579262912E-1,9.930811882E0,9.932517240E0
9.562345310E-1,-8.494520187E-2,-1.339980662E-1,9.949954987E0,9.951219795E0
9.586845310E-1,-8.973085135E-2,-1.387837082E-1,9.921240807E0,9.922617179E0
9.611345310E-1,-1.184447184E-1,-1.579262912E-1,9.921240807E0,9.923204573E0
9.636389580E-1,-1.232303679E-1,-1.148554832E-1,9.926026344E0,9.927455691E0
9.661009900E-1,-1.328016520E-1,-1.292124242E-1,9.935597420E0,9.937325003E0
9.686054170E-1,-1.040877849E-1,-9.571290761E-2,9.940383911E0,9.941389618E0
9.711098440E-1,-1.232303679E-1,-1.292124242E-1,9.916455269E0,9.918062647E0
9.736142190E-1,-1.280160099E-1,-1.100698411E-1,9.921240807E0,9.922677190E0
9.761642190E-1,-8.973085135E-2,-8.614161611E-2,9.978668213E0,9.979443437E0
9.787142190E-1,-1.184447184E-1,-1.387837082E-1,9.945169449E0,9.946842988E0
9.812500520E-1,-7.058826834E-2,-1.148554832E-1,9.873384476E0,9.874304811E0
9.837858850E-1,-8.015955985E-2,-1.148554832E-1,9.969097137E0,9.970080996E0
9.863216670E-1,-9.451649338E-2,-1.196411327E-1,9.921240807E0,9.922412333E0
9.888301560E-1,-7.537391037E-2,-1.244267747E-1,9.921240807E0,9.922307312E0
9.913386460E-1,-7.058826834E-2,-1.339980662E-1,9.897313118E0,9.898471859E0
9.938471350E-1,-6.580262631E-2,-1.292124242E-1,9.921240807E0,9.922300387E0
9.963556250E-1,-1.088734269E-1,-1.435693651E-1,9.897313118E0,9.898953103E0
9.988640620E-1,-1.375873089E-1,-1.196411327E-1,9.940383911E0,9.942055953E0
1.001314062E0,-7.058826834E-2,-1.100698411E-1,9.935597420E0,9.936457828E0
1.003764062E0,-1.280160099E-1,-1.196411327E-1,9.916455269E0,9.918003186E0
1.006223437E0,-9.930214286E-2,-1.148554832E-1,9.897313118E0,9.898477643E0
1.008682760E0,-1.519442350E-1,-1.100698411E-1,9.902098656E0,9.903876019E0
1.011185990E0,-1.423729509E-1,-1.339980662E-1,9.954740524E0,9.956660306E0
1.013689219E0,-9.451649338E-2,-1.100698411E-1,9.940383911E0,9.941442603E0
1.016193542E0,-9.451649338E-2,-1.339980662E-1,9.911669731E0,9.913026062E0
1.018731875E0,-8.494520187E-2,-1.052841991E-1,9.911669731E0,9.912592865E0
1.021236198E0,-9.451649338E-2,-1.339980662E-1,9.921240807E0,9.922595829E0
1.023740521E0,-1.232303679E-1,-7.178468257E-2,9.935597420E0,9.936620897E0
1.026244844E0,-8.015955985E-2,-1.100698411E-1,9.959526062E0,9.960456832E0
1.028749167E0,-1.280160099E-1,-8.135596663E-2,9.921240807E0,9.922400215E0
1.031253490E0,-8.973085135E-2,-1.148554832E-1,9.911669731E0,9.912741309E0
1.033803490E0,-7.537391037E-2,-1.339980662E-1,9.887741089E0,9.888936270E0
1.036353490E0,-9.930214286E-2,-1.196411327E-1,9.878170013E0,9.879393591E0
1.038903490E0,-8.973085135E-2,-9.092725813E-2,9.921240807E0,9.922063220E0
1.041411615E0,-1.280160099E-1,-1.244267747E-1,9.911669731E0,9.913277308E0
1.043948906E0,-1.375873089E-1,-1.387837082E-1,9.868598938E0,9.870533733E0
1.046457031E0,-9.930214286E-2,-8.135596663E-2,9.935597420E0,9.936426712E0
1.048965156E0,-1.040877849E-1,-1.339980662E-1,9.930811882E0,9.932261293E0
1.051473281E0,-1.232303679E-1,-1.004985496E-1,9.926026344E0,9.927299969E0
1.053981458E0,-1.040877849E-1,-1.052841991E-1,9.906884193E0,9.907990384E0
1.056489583E0,-9.451649338E-2,-1.387837082E-1,9.878170013E0,9.879597011E0
1.058939583E0,-8.494520187E-2,-1.196411327E-1,9.926026344E0,9.927110792E0
1.061389583E0,-5.623133108E-2,-1.244267747E-1,9.926026344E0,9.926965446E0
1.063894479E0,-1.136590764E-1,-1.244267747E-1,9.935597420E0,9.937026542E0
1.066368698E0,-7.058826834E-2,-1.148554832E-1,9.926026344E0,9.926941799E0
1.068873594E0,-7.058826834E-2,-1.387837082E-1,9.921240807E0,9.922462535E0
1.071378437E0,-9.930214286E-2,-1.387837082E-1,9.954740524E0,9.956203129E0
1.073883281E0,-1.040877849E-1,-1.292124242E-1,9.926026344E0,9.927413012E0
1.076388177E0,-8.494520187E-2,-1.004985496E-1,9.949954987E0,9.950825085E0
1.078893021E0,-1.040877849E-1,-1.100698411E-1,9.964311600E0,9.965463125E0
1.081398177E0,-8.973085135E-2,-1.387837082E-1,9.926026344E0,9.927402053E0
1.083913490E0,-9.451649338E-2,-1.339980662E-1,9.926026344E0,9.927380714E0
1.086418646E0,-1.088734269E-1,-1.292124242E-1,9.940383911E0,9.941819832E0
1.088923802E0,-9.930214286E-2,-1.100698411E-1,9.916455269E0,9.917563279E0
1.091428958E0,-8.494520187E-2,-1.196411327E-1,9.921240807E0,9.922325777E0
1.093934115E0,-7.058826834E-2,-9.092725813E-2,9.945169449E0,9.945835603E0
1.096439271E0,-7.058826834E-2,-1.244267747E-1,9.940383911E0,9.941413231E0
1.098944844E0,-1.375873089E-1,-7.178468257E-2,9.906884193E0,9.908099602E0
1.101463333E0,-1.040877849E-1,-8.135596663E-2,9.926026344E0,9.926905462E0
1.103968906E0,-1.040877849E-1,-1.148554832E-1,9.916455269E0,9.917666618E0
1.106474427E0,-9.451649338E-2,-1.244267747E-1,9.911669731E0,9.912901303E0
1.108980000E0,-8.494520187E-2,-1.100698411E-1,9.926026344E0,9.927000053E0
1.111485573E0,-1.136590764E-1,-1.387837082E-1,9.940383911E0,9.942002394E0
1.113991146E0,-1.088734269E-1,-1.052841991E-1,9.897313118E0,9.898471859E0
1.116497292E0,-1.136590764E-1,-6.699903309E-2,9.935597420E0,9.936473386E0
1.119022083E0,-9.930214286E-2,-1.339980662E-1,9.916455269E0,9.917857707E0
1.121528229E0,-8.494520187E-2,-1.483550072E-1,9.892526627E0,9.894003636E0
1.124034323E0,-1.088734269E-1,-9.092725813E-2,9.921240807E0,9.922254801E0
1.126540469E0,-9.451649338E-2,-1.292124242E-1,9.902098656E0,9.903392702E0
1.129046615E0,-1.184447184E-1,-1.244267747E-1,9.916455269E0,9.917943147E0
1.131552760E0,-7.058826834E-2,-1.244267747E-1,9.916455269E0,9.917487072E0
1.134058177E0,-1.328016520E-1,-1.004985496E-1,9.959526062E0,9.960918412E0
1.136540729E0,-1.232303679E-1,-9.571290761E-2,9.911669731E0,9.912897838E0
1.139046146E0,-8.494520187E-2,-8.614161611E-2,9.954740524E0,9.955475628E0
1.141551562E0,-7.537391037E-2,-1.052841991E-1,9.930811882E0,9.931655986E0
1.144056979E0,-1.232303679E-1,-9.092725813E-2,9.945169449E0,9.946348519E0
1.146562448E0,-8.494520187E-2,-7.178468257E-2,9.873384476E0,9.874010823E0
1.149068594E0,-1.088734269E-1,-1.483550072E-1,9.911669731E0,9.913377804E0
1.151603646E0,-1.136590764E-1,-8.135596663E-2,9.940383911E0,9.941366580E0
1.154109792E0,-8.015955985E-2,-1.196411327E-1,9.916455269E0,9.917500928E0
1.156615937E0,-1.280160099E-1,-1.387837082E-1,9.921240807E0,9.923037245E0
1.159122083E0,-9.451649338E-2,-8.135596663E-2,9.930811882E0,9.931594877E0
1.161628229E0,-1.328016520E-1,-9.092725813E-2,9.954740524E0,9.956041530E0
1.164134427E0,-1.184447184E-1,-1.531406492E-1,9.930811882E0,9.932698820E0
1.166640573E0,-8.494520187E-2,-1.052841991E-1,9.935597420E0,9.936518331E0
1.169146771E0,-1.423729509E-1,-1.100698411E-1,9.945169449E0,9.946797514E0
1.171652865E0,-7.058826834E-2,-1.100698411E-1,9.926026344E0,9.926887582E0
1.174157292E0,-1.040877849E-1,-9.571290761E-2,9.930811882E0,9.931818558E0
1.176661719E0,-1.088734269E-1,-1.292124242E-1,9.940383911E0,9.941819832E0
1.179167812E0,-9.930214286E-2,-1.004985496E-1,9.935597420E0,9.936601882E0
1.181673854E0,-9.451649338E-2,-1.292124242E-1,9.930811882E0,9.932102187E0
1.184179948E0,-1.232303679E-1,-1.387837082E-1,9.916455269E0,9.918191959E0
1.186685990E0,-9.451649338E-2,-1.483550072E-1,9.921240807E0,9.922800095E0
1.189192031E0,-8.494520187E-2,-1.100698411E-1,9.945169449E0,9.946141283E0
1.191697552E0,-9.930214286E-2,-8.614161611E-2,9.906884193E0,9.907756341E0
1.194185156E0,-1.280160099E-1,-1.339980662E-1,9.906884193E0,9.908617361E0
1.196690677E0,-1.088734269E-1,-1.100698411E-1,9.945169449E0,9.946374423E0
1.199196198E0,-1.136590764E-1,-8.614161611E-2,9.921240807E0,9.922265765E0
1.201701719E0,-9.451649338E-2,-1.052841991E-1,9.921240807E0,9.922249607E0
1.204207292E0,-1.040877849E-1,-1.387837082E-1,9.935597420E0,9.937111817E0
1.206713802E0,-1.088734269E-1,-1.052841991E-1,9.892526627E0,9.893685928E0
1.209250365E0,-6.580262631E-2,-1.196411327E-1,9.930811882E0,9.931750532E0
1.211756875E0,-9.930214286E-2,-1.339980662E-1,9.940383911E0,9.941782974E0
1.214263385E0,-8.973085135E-2,-1.196411327E-1,9.926026344E0,9.927152896E0
1.216769844E0,-8.494520187E-2,-1.292124242E-1,9.940383911E0,9.941586586E0
1.219276354E0,-9.451649338E-2,-9.092725813E-2,9.940383911E0,9.941249088E0
1.221782865E0,-8.494520187E-2,-1.292124242E-1,9.921240807E0,9.922445801E0
1.224288385E0,-9.930214286E-2,-8.135596663E-2,9.935597420E0,9.936426712E0
1.226753750E0,-1.136590764E-1,-1.052841991E-1,9.906884193E0,9.908095557E0
1.229259271E0,-8.015955985E-2,-1.339980662E-1,9.935597420E0,9.936824298E0
1.231764740E0,-9.930214286E-2,-1.244267747E-1,9.882955551E0,9.884237622E0
1.234270208E0,-1.088734269E-1,-1.148554832E-1,9.926026344E0,9.927287857E0
1.236775729E0,-1.280160099E-1,-1.244267747E-1,9.945169449E0,9.946771611E0
1.239281250E0,-1.423729509E-1,-1.148554832E-1,9.959526062E0,9.961205811E0
1.241786771E0,-9.930214286E-2,-1.387837082E-1,9.954740524E0,9.956203129E0
1.244292240E0,-1.471585929E-1,-1.100698411E-1,9.949954987E0,9.951651886E0
1.246798750E0,-9.451649338E-2,-1.196411327E-1,9.940383911E0,9.941553182E0
1.249326667E0,-1.615155339E-1,-9.571290761E-2,9.911669731E0,9.913447689E0
1.251854531E0,-9.930214286E-2,-8.614161611E-2,9.902098656E0,9.902971225E0
1.254361042E0,-1.471585929E-1,-1.244267747E-1,9.916455269E0,9.918327620E0
1.256867500E0,-1.423729509E-1,-7.657032460E-2,9.949954987E0,9.951268126E0
1.259374010E0,-1.088734269E-1,-1.148554832E-1,9.945169449E0,9.946428533E0
1.261880521E0,-1.280160099E-1,-1.244267747E-1,9.926026344E0,9.927631596E0
1.264387031E0,-9.930214286E-2,-1.292124242E-1,9.945169449E0,9.946504518E0
1.266893594E0,-1.375873089E-1,-1.052841991E-1,9.902098656E0,9.903614129E0
1.269400104E0,-9.451649338E-2,-1.292124242E-1,9.911669731E0,9.912962528E0
1.271905937E0,-1.232303679E-1,-1.196411327E-1,9.949954987E0,9.951437281E0
1.274387656E0,-9.451649338E-2,-9.571290761E-2,9.897313118E0,9.898227179E0
1.276893490E0,-8.015955985E-2,-8.614161611E-2,9.926026344E0,9.926723776E0
1.279399271E0,-1.088734269E-1,-1.339980662E-1,9.935597420E0,9.937097413E0
1.281905104E0,-6.580262631E-2,-1.052841991E-1,9.911669731E0,9.912447307E0
1.284410885E0,-8.973085135E-2,-7.178468257E-2,9.930811882E0,9.931476693E0
1.286916771E0,-1.088734269E-1,-8.135596663E-2,9.945169449E0,9.946098108E0
1.289423594E0,-1.232303679E-1,-9.092725813E-2,9.935597420E0,9.936777625E0
1.291930365E0,-1.232303679E-1,-1.052841991E-1,9.930811882E0,9.932134470E0
1.294436250E0,-1.184447184E-1,-1.435693651E-1,9.911669731E0,9.913417079E0
1.296942083E0,-9.930214286E-2,-1.100698411E-1,9.926026344E0,9.927133286E0
1.299447969E0,-9.451649338E-2,-9.092725813E-2,9.916455269E0,9.917322533E0
1.301953802E0,-8.494520187E-2,-1.292124242E-1,9.892526627E0,9.893735119E0
1.304459635E0,-8.494520187E-2,-1.004985496E-1,9.940383911E0,9.941254848E0
1.306965521E0,-1.232303679E-1,-1.100698411E-1,9.959526062E0,9.960896570E0
1.309471354E0,-1.184447184E-1,-1.100698411E-1,9.916455269E0,9.917773421E0
1.311977500E0,-1.280160099E-1,-9.092725813E-2,9.940383911E0,9.941624021E0
1.314494062E0,-7.058826834E-2,-1.148554832E-1,9.926026344E0,9.926941799E0
1.317000208E0,-1.136590764E-1,-1.004985496E-1,9.921240807E0,9.922400792E0
1.319506354E0,-1.088734269E-1,-1.387837082E-1,9.949954987E0,9.951518406E0
1.322012500E0,-6.101697683E-2,-9.092725813E-2,9.935597420E0,9.936200830E0
1.324518698E0,-1.040877849E-1,-1.196411327E-1,9.897313118E0,9.898583496E0
1.327024844E0,-8.015955985E-2,-1.148554832E-1,9.935597420E0,9.936584596E0
1.329530677E0,-1.328016520E-1,-9.571290761E-2,9.935597420E0,9.936945875E0
1.332023021E0,-1.136590764E-1,-7.657032460E-2,9.945169449E0,9.946113651E0
1.334528854E0,-8.015955985E-2,-1.052841991E-1,9.935597420E0,9.936478572E0
1.337034687E0,-1.088734269E-1,-1.244267747E-1,9.911669731E0,9.913048588E0
1.339540521E0,-1.280160099E-1,-1.148554832E-1,9.930811882E0,9.932301069E0
1.342046354E0,-7.058826834E-2,-1.339980662E-1,9.902098656E0,9.903256837E0
1.344552187E0,-8.494520187E-2,-1.483550072E-1,9.973882675E0,9.975347639E0
1.347058021E0,-9.930214286E-2,-1.196411327E-1,9.926026344E0,9.927244024E0
1.349563854E0,-1.232303679E-1,-1.244267747E-1,9.973882675E0,9.975419959E0
1.352069479E0,-9.930214286E-2,-6.221338734E-2,9.930811882E0,9.931503212E0
1.354568073E0,-1.280160099E-1,-1.244267747E-1,9.940383911E0,9.941986845E0
1.357073698E0,-1.280160099E-1,-1.244267747E-1,9.940383911E0,9.941986845E0
1.359579271E0,-8.494520187E-2,-1.579262912E-1,9.954740524E0,9.956355523E0
1.362084896E0,-1.136590764E-1,-1.435693651E-1,9.926026344E0,9.927715222E0
1.364590521E0,-1.184447184E-1,-9.571290761E-2,9.945169449E0,9.946335279E0
1.367096094E0,-1.088734269E-1,-1.100698411E-1,9.959526062E0,9.960729299E0
1.369602135E0,-1.184447184E-1,-1.292124242E-1,9.926026344E0,9.927573923E0
1.372125208E0,-8.015955985E-2,-1.004985496E-1,9.926026344E0,9.926858743E0
1.374631250E0,-1.136590764E-1,-9.571290761E-2,9.897313118E0,9.898428476E0
1.377137240E0,-9.930214286E-2,-9.092725813E-2,9.930811882E0,9.931724589E0
1.379643281E0,-1.088734269E-1,-1.196411327E-1,9.930811882E0,9.932129281E0
1.382149375E0,-1.184447184E-1,-7.178468257E-2,9.906884193E0,9.907852270E0
1.384655417E0,-1.136590764E-1,-9.571290761E-2,9.940383911E0,9.941494437E0
1.387161458E0,-7.537391037E-2,-1.148554832E-1,9.935597420E0,9.936547142E0
1.389667500E0,-1.423729509E-1,-1.148554832E-1,9.926026344E0,9.927711762E0
1.392173229E0,-1.040877849E-1,-1.196411327E-1,9.916455269E0,9.917723195E0
1.394664635E0,-8.494520187E-2,-6.699903309E-2,9.897313118E0,9.897904400E0
1.397170365E0,-9.930214286E-2,-1.052841991E-1,9.902098656E0,9.903156238E0
1.399675990E0,-1.184447184E-1,-1.292124242E-1,9.945169449E0,9.946714049E0
1.402181719E0,-8.973085135E-2,-1.244267747E-1,9.926026344E0,9.927211725E0
1.404687448E0,-8.973085135E-2,-1.148554832E-1,9.959526062E0,9.960592492E0
1.407193125E0,-1.136590764E-1,-1.148554832E-1,9.959526062E0,9.960836790E0
1.409698854E0,-8.973085135E-2,-1.052841991E-1,9.930811882E0,9.931775321E0
1.412204531E0,-8.973085135E-2,-1.100698411E-1,9.926026344E0,9.927042157E0
1.414754531E0,-9.451649338E-2,-1.387837082E-1,9.911669731E0,9.913091906E0
1.417304531E0,-1.040877849E-1,-1.196411327E-1,9.935597420E0,9.936862903E0
1.419834062E0,-9.451649338E-2,-1.052841991E-1,9.906884193E0,9.907894456E0
1.422363594E0,-6.580262631E-2,-1.052841991E-1,9.916455269E0,9.917232469E0
1.424893125E0,-8.015955985E-2,-1.244267747E-1,9.916455269E0,9.917559815E0
1.427402292E0,-1.040877849E-1,-1.100698411E-1,9.902098656E0,9.903257415E0
1.429911458E0,-1.136590764E-1,-1.004985496E-1,9.911669731E0,9.912830837E0
1.432420625E0,-9.451649338E-2,-1.052841991E-1,9.902098656E0,9.903109407E0
1.434929792E0,-8.494520187E-2,-1.148554832E-1,9.935597420E0,9.936624354E0
1.437379792E0,-1.136590764E-1,-1.244267747E-1,9.902098656E0,9.903532612E0
1.439829792E0,-1.136590764E-1,-1.100698411E-1,9.935597420E0,9.936857141E0
1.442334635E0,-1.280160099E-1,-1.100698411E-1,9.921240807E0,9.922677190E0
1.444821302E0,-1.663011760E-1,-1.100698411E-1,9.940383911E0,9.942384209E0
1.447307969E0,-8.494520187E-2,-1.196411327E-1,9.959526062E0,9.960606862E0
1.449812812E0,-1.088734269E-1,-1.148554832E-1,9.978668213E0,9.979923071E0
1.452317656E0,-8.494520187E-2,-1.196411327E-1,9.959526062E0,9.960606862E0
1.454867656E0,-1.184447184E-1,-1.196411327E-1,9.930811882E0,9.932238810E0
1.457417656E0,-1.519442350E-1,-1.339980662E-1,9.916455269E0,9.918524468E0
1.459925677E0,-8.015955985E-2,-8.614161611E-2,9.921240807E0,9.921938574E0
1.462455156E0,-1.423729509E-1,-9.571290761E-2,9.940383911E0,9.941864177E0
1.464984635E0,-6.580262631E-2,-9.092725813E-2,9.954740524E0,9.955373256E0
1.467492656E0,-9.451649338E-2,-1.244267747E-1,9.921240807E0,9.922471191E0
1.470000729E0,-1.040877849E-1,-1.292124242E-1,9.892526627E0,9.893917989E0
1.472508750E0,-1.088734269E-1,-1.004985496E-1,9.921240807E0,9.922347128E0
1.475016771E0,-1.423729509E-1,-1.052841991E-1,9.906884193E0,9.908466543E0
1.477466771E0,-9.930214286E-2,-1.196411327E-1,9.926026344E0,9.927244024E0
1.479916771E0,-8.494520187E-2,-9.092725813E-2,9.916455269E0,9.917235933E0
1.482421198E0,-8.973085135E-2,-8.135596663E-2,9.926026344E0,9.926765304E0
1.484904219E0,-1.040877849E-1,-1.004985496E-1,9.892526627E0,9.893584653E0
1.487387187E0,-8.973085135E-2,-1.196411327E-1,9.945169449E0,9.946293832E0
1.489891615E0,-8.015955985E-2,-1.148554832E-1,9.926026344E0,9.927014472E0
1.492396042E0,-9.451649338E-2,-1.244267747E-1,9.911669731E0,9.912901303E0
1.494900469E0,-1.232303679E-1,-1.244267747E-1,9.906884193E0,9.908431872E0
1.497404948E0,-9.451649338E-2,-1.100698411E-1,9.954740524E0,9.955797690E0
1.499927604E0,-1.136590764E-1,-1.148554832E-1,9.945169449E0,9.946482068E0
1.502450260E0,-9.451649338E-2,-1.196411327E-1,9.921240807E0,9.922412333E0
1.504972917E0,-1.280160099E-1,-1.148554832E-1,9.926026344E0,9.927516249E0
1.507478802E0,-1.471585929E-1,-1.052841991E-1,9.916455269E0,9.918105944E0
1.509984687E0,-1.040877849E-1,-1.339980662E-1,9.959526062E0,9.960971294E0
1.512490573E0,-1.040877849E-1,-1.100698411E-1,9.921240807E0,9.922397330E0
1.514996458E0,-8.015955985E-2,-1.148554832E-1,9.921240807E0,9.922229411E0
1.517501979E0,-1.280160099E-1,-1.339980662E-1,9.911669731E0,9.913402062E0
1.520001719E0,-1.088734269E-1,-1.435693651E-1,9.973882675E0,9.975510072E0
1.522501458E0,-9.451649338E-2,-1.339980662E-1,9.949954987E0,9.951306099E0
1.525006979E0,-1.136590764E-1,-1.339980662E-1,9.921240807E0,9.922796632E0
1.527512500E0,-9.451649338E-2,-1.196411327E-1,9.921240807E0,9.922412333E0
1.530018021E0,-8.015955985E-2,-1.196411327E-1,9.926026344E0,9.927070995E0
1.532523542E0,-1.088734269E-1,-1.483550072E-1,9.978668213E0,9.980364820E0
1.535073542E0,-7.537391037E-2,-1.292124242E-1,9.926026344E0,9.927153472E0
1.537623542E0,-9.930214286E-2,-9.092725813E-2,9.954740524E0,9.955651038E0
1.540173542E0,-8.494520187E-2,-1.100698411E-1,9.964311600E0,9.965281567E0
1.542683073E0,-6.101697683E-2,-1.196411327E-1,9.935597420E0,9.936505078E0
