"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.181191093E0,-1.473890245E-2,-1.854687929E-2,-1.007356644E-1,1.034837961E-1
5.186170572E0,1.394945383E-2,2.447842062E-2,7.105350494E-2,7.643546888E-2
5.191131249E0,-9.836062789E-3,1.000733674E-2,-9.573459625E-2,9.675746917E-2
5.196109686E0,2.356098592E-2,-1.373732090E-2,7.126331329E-2,7.630395707E-2
5.201088176E0,-1.465435326E-2,-1.359227300E-2,-2.904891968E-2,3.526102224E-2
5.206066666E0,-2.644509077E-4,-3.847748041E-3,6.616592407E-2,6.627823630E-2
5.211055207E0,-4.302871227E-2,-3.227683902E-2,8.632659912E-3,5.447740113E-2
5.216034166E0,-3.800491989E-2,-4.622277617E-2,-6.266784668E-2,8.664974311E-2
5.221013176E0,-2.352492511E-2,-4.575556517E-2,-6.214523315E-2,8.067852161E-2
5.225992186E0,-2.330765128E-2,-3.099371493E-2,-1.138582230E-1,1.202811370E-1
5.230937707E0,-8.897677064E-3,-3.545436263E-2,-4.168224335E-2,5.543996660E-2
5.235914947E0,-8.801251650E-3,-3.512914479E-2,3.464221954E-2,5.011588789E-2
5.240892291E0,-1.339974999E-2,-2.531126142E-2,5.334949493E-2,6.055065536E-2
5.245869582E0,-3.695389628E-2,-1.087890565E-2,3.866004944E-2,5.457600628E-2
5.250863645E0,-1.768200099E-2,1.293168962E-2,-6.612968445E-2,6.966359825E-2
5.255841770E0,-2.231200039E-2,2.234986424E-2,-3.848075867E-3,3.181429681E-2
5.260819895E0,1.587554812E-3,3.649030626E-2,-5.604839325E-2,6.689906701E-2
5.265798072E0,1.104246080E-2,6.000988185E-2,-8.095741272E-3,6.155211521E-2
5.270788280E0,-3.222495317E-3,4.529576004E-2,8.219528198E-2,9.390503039E-2
5.275766978E0,1.107214391E-2,2.590182424E-2,9.100723267E-2,9.526706287E-2
5.280745728E0,1.505181193E-3,3.996124864E-2,7.125568390E-2,8.171009394E-2
5.285724478E0,6.263434887E-3,3.485727310E-2,-3.380489349E-2,4.895948252E-2
5.290708124E0,1.098205149E-2,2.499499917E-2,-3.827285767E-2,4.701241402E-2
5.295687082E0,1.571357250E-2,4.375822842E-2,-2.370738983E-2,5.218945533E-2
5.300666093E0,3.934633732E-2,4.342414439E-2,-1.401233673E-2,6.025061126E-2
5.305645103E0,5.328623950E-2,5.104079843E-3,5.258464813E-2,7.503745845E-2
5.310627811E0,4.326292872E-2,-9.154155850E-3,1.043787003E-1,1.133595723E-1
5.315606978E0,3.807063401E-2,1.448617876E-2,5.127048492E-2,6.548194540E-2
5.320586145E0,1.872837543E-2,9.830296040E-5,3.356933594E-3,1.902710469E-2
5.325565364E0,2.318739891E-2,9.571194649E-3,-6.790161133E-2,7.238709869E-2
5.330519322E0,2.771286666E-2,2.406537533E-5,-2.459907532E-2,3.705560773E-2
5.335497186E0,1.325872540E-2,2.374386787E-2,-1.964569092E-2,3.354874413E-2
5.340475103E0,3.206002712E-2,-1.916068792E-2,4.699611664E-2,6.003009478E-2
5.345453020E0,2.717113495E-2,4.666745663E-3,8.459281921E-2,8.897187281E-2
5.350454530E0,1.266807318E-2,-4.785940051E-3,4.590129852E-2,4.785723045E-2
5.355433541E0,1.258480549E-2,-2.371026576E-2,7.532119751E-3,2.787986477E-2
5.360412655E0,-6.596282125E-3,-4.488930106E-3,-4.001617432E-2,4.080386793E-2
5.365391770E0,-2.081462741E-2,-9.119555354E-3,-6.342411041E-2,6.737234437E-2
5.370348853E0,1.736900210E-2,1.008410752E-2,-6.289291382E-2,6.602189082E-2
5.375326770E0,2.210059762E-2,2.432677150E-2,-6.341934204E-4,3.287294371E-2
5.380304791E0,-1.804828644E-3,1.940611005E-2,-6.275177002E-4,1.949995621E-2
5.385282759E0,-1.121118665E-2,-4.469111562E-3,-1.011753082E-2,1.574890771E-2
5.390270155E0,-1.584286988E-2,-4.402846098E-3,8.961677551E-3,1.872680550E-2
5.395248593E0,-2.513223886E-2,-4.337176681E-3,-8.608055115E-2,8.977918366E-2
5.400227030E0,1.773148775E-2,-2.796150744E-2,-1.375970840E-1,1.415245883E-1
5.405205520E0,-2.043420076E-2,-1.340100169E-2,-7.471942902E-2,7.861384407E-2
5.410169634E0,-2.018961310E-2,-3.814741969E-3,-4.085636139E-2,4.573199099E-2
5.415147343E0,3.743395209E-3,-1.805089414E-2,2.121448517E-2,2.810519824E-2
5.420125051E0,-3.425453603E-2,-1.322586834E-2,4.477882385E-2,5.790889308E-2
5.425102811E0,-3.405123949E-2,5.960315466E-3,-1.257610321E-2,3.678546783E-2
5.430090676E0,-5.254179239E-3,-1.795899868E-2,-9.794616699E-2,9.971751933E-2
5.435068905E0,-9.884387255E-3,5.962893367E-3,-1.208705902E-1,1.214205781E-1
5.440047134E0,-4.979014397E-3,-8.250296116E-3,-6.287860870E-2,6.361271416E-2
5.445025364E0,-1.145154238E-4,-2.239726484E-2,-1.486778259E-2,2.688310892E-2
5.450021561E0,4.551425576E-3,6.311014295E-3,4.223728180E-2,4.294801916E-2
5.455000676E0,-1.925785840E-2,-2.695210278E-2,3.713703156E-2,4.976384297E-2
5.459979843E0,4.561856389E-3,-2.954453230E-3,2.732944489E-2,2.786463503E-2
5.464959009E0,-1.924751699E-2,-7.753819227E-3,-3.937911987E-2,4.451183781E-2
5.469921822E0,-4.767358303E-3,-2.858981490E-3,-1.060485840E-3,5.659161649E-3
5.474900103E0,-4.704281688E-3,-2.185240388E-2,-4.853630066E-2,5.343622651E-2
5.479878436E0,1.429897547E-2,-2.646565437E-3,4.683780670E-2,4.904329867E-2
5.484856718E0,4.702955484E-3,1.160010695E-2,-1.053428650E-2,1.636005696E-2
5.489853593E0,-9.558275342E-3,1.148007810E-2,9.402084351E-2,9.520016720E-2
5.494832811E0,4.736930132E-3,-2.187751234E-2,5.999660492E-2,6.403636978E-2
5.499812030E0,-1.432541013E-2,-2.646696568E-2,4.999828339E-2,5.835705603E-2
5.504791301E0,-1.418374479E-2,1.651984453E-2,-2.651214600E-3,2.193428409E-2
5.509753749E0,4.298962653E-2,2.116113901E-2,-1.212406158E-2,4.942564782E-2
5.514732082E0,1.886002719E-2,-3.121970594E-2,3.546237946E-2,5.087190798E-2
5.519710468E0,2.822107077E-2,7.058992982E-3,6.840705872E-2,7.433561663E-2
5.524688905E0,1.370941103E-2,6.978511810E-3,8.683013916E-2,8.818231480E-2
5.529647395E0,-5.750507116E-4,6.897181273E-3,8.135890961E-2,8.165276459E-2
5.534624739E0,8.949011564E-3,2.581122518E-2,4.744148254E-2,5.474484833E-2
5.539602134E0,3.263814747E-2,6.684944034E-3,-7.166481018E-2,7.903026107E-2
5.544579530E0,1.809073985E-2,1.140749454E-2,-4.257678986E-2,4.764649866E-2
5.549572239E0,2.740801871E-2,3.513637185E-2,-5.646610260E-2,7.193180701E-2
5.554550364E0,2.725307643E-2,1.113161445E-2,8.171272278E-2,8.685396985E-2
5.559528541E0,3.357991576E-3,6.267890334E-3,8.578109741E-2,8.607531138E-2
5.564506666E0,3.249943256E-3,1.443102956E-3,6.132221222E-2,6.142522600E-2
5.569469843E0,2.208283544E-2,-3.663139045E-2,2.756786346E-2,5.088710528E-2
5.574447186E0,-1.977026463E-3,3.018179536E-2,-8.662796021E-2,9.175648693E-2
5.579424582E0,7.612019777E-3,2.521075308E-2,-6.690979004E-2,7.190580588E-2
5.584401978E0,7.571935654E-3,2.028113604E-2,-6.160259247E-2,6.529577389E-2
5.589403801E0,-1.964688301E-3,2.014124393E-2,3.863048553E-2,4.361013781E-2
5.594382395E0,-2.086882293E-2,1.050697267E-2,4.780769348E-2,5.321165099E-2
5.599361041E0,-3.497141600E-2,-1.809324324E-2,5.690574646E-2,6.919992318E-2
5.604339686E0,-2.051563561E-2,-1.786123216E-2,4.198074341E-3,2.752342179E-2
5.609316457E0,-2.976715565E-2,-1.303857565E-2,-3.857326508E-2,5.043793006E-2
5.614294947E0,-2.469712496E-2,1.559160650E-2,-4.774665833E-2,5.597132798E-2
5.619273489E0,-1.502534747E-2,1.069150865E-2,-2.360725403E-2,2.995616575E-2
5.624252030E0,-5.381911993E-3,-3.612503409E-3,-9.163856506E-3,1.122459013E-2
5.629220155E0,-1.475967467E-2,1.549342275E-2,5.739402771E-2,6.125331470E-2
5.634198124E0,-5.118459463E-3,1.149401069E-3,3.317451477E-2,3.358672625E-2
5.639176145E0,-1.450039446E-2,-8.378028870E-3,-5.088806152E-3,1.750282136E-2
5.644154166E0,-3.335018456E-2,1.217752695E-3,-6.677627563E-2,7.465111332E-2
5.649147864E0,2.382618189E-2,-3.680211306E-2,-6.147289276E-2,7.550496019E-2
5.654126614E0,2.354544401E-2,1.107154787E-2,-8.470344543E-2,8.860948467E-2
5.659105468E0,6.136054546E-2,1.100826263E-2,-2.701473236E-2,6.794184388E-2
5.664084270E0,2.283234894E-2,1.564176381E-2,-1.729393005E-2,3.263527156E-2
5.669043645E0,2.271631360E-2,-1.769839227E-2,4.933071136E-2,5.712077622E-2
5.674021405E0,1.299901307E-2,2.516387403E-2,6.182670593E-3,2.899000367E-2
5.678999270E0,3.364801407E-3,5.936935544E-3,-1.286411285E-2,1.456209091E-2
5.683977082E0,1.290720701E-2,2.966047823E-2,-6.973743439E-2,7.687424612E-2
5.688966457E0,3.645870090E-2,2.480010688E-2,-9.289646149E-2,1.028301256E-1
5.693944791E0,3.137645125E-2,2.931948006E-2,-4.463863373E-2,6.194127239E-2
5.698923176E0,3.118948638E-2,1.950347424E-2,2.221202850E-2,4.297142979E-2
5.703901614E0,2.140264213E-2,5.125224590E-3,6.476306915E-2,6.840026421E-2
5.708870311E0,4.008519650E-2,3.108233213E-4,2.148437500E-2,4.548074272E-2
5.713848176E0,1.597873867E-2,3.379881382E-4,2.311706543E-3,1.614863191E-2
5.718826093E0,2.056413889E-2,9.809702635E-3,-7.368469238E-2,7.712683039E-2
5.723803957E0,2.990993857E-2,-4.538446665E-3,-5.882549286E-2,6.614862458E-2
5.728793645E0,5.940526724E-3,5.026206374E-3,-2.034664154E-2,2.178390301E-2
5.733772082E0,-3.584742546E-3,-4.377692938E-3,7.954406738E-2,7.974505145E-2
5.738750624E0,1.551470160E-2,-4.312232137E-3,5.988883972E-2,6.201592082E-2
5.743729114E0,-1.313762367E-2,1.000049710E-2,7.363510132E-2,7.546346960E-2
5.748707343E0,-4.614086449E-2,-4.350781441E-3,-3.144359589E-2,5.600543186E-2
5.753685780E0,1.699715853E-3,-2.327953279E-2,-8.816337585E-2,9.120091295E-2
5.758664270E0,-3.153268993E-2,-2.300277352E-2,5.977630615E-2,7.139079003E-2
5.763642759E0,-1.705543697E-2,1.040670276E-2,-1.591539383E-1,1.604031280E-1
5.768611614E0,-2.153426409E-2,5.652517080E-3,1.508283615E-1,1.524626843E-1
5.773589582E0,-3.077729046E-2,-3.914043307E-3,-4.036712646E-2,5.091233880E-2
5.778567551E0,-1.625411212E-2,-3.746435046E-3,1.071758270E-1,1.084660769E-1
5.783545572E0,-2.564452589E-2,-2.268023789E-2,-4.566955566E-2,5.707664332E-2
5.788541353E0,-5.864688754E-2,-3.670766950E-2,-5.953311920E-2,9.127487442E-2
5.793520207E0,-1.059654355E-2,1.111136377E-2,2.695083618E-3,1.558886191E-2
5.798499114E0,1.325547695E-2,-1.269316673E-2,1.217079163E-2,2.202163299E-2
5.803477968E0,-1.527145505E-2,-1.255762577E-2,7.322311401E-3,2.108382196E-2
5.808456457E0,3.924310207E-3,6.675228477E-3,6.899547577E-2,6.942862927E-2
5.813435259E0,-1.027935743E-2,-2.899855375E-3,2.568531036E-2,2.781743193E-2
5.818414166E0,-5.370676517E-3,-1.244737208E-2,6.345939636E-2,6.489126462E-2
5.823393020E0,1.369035244E-2,6.627857685E-3,-4.628467560E-2,4.871986702E-2
5.828370155E0,1.359854639E-2,1.906111836E-3,-3.639984131E-2,3.890375526E-2
5.833348905E0,2.305887640E-2,1.136316359E-2,-4.084396362E-2,4.826036295E-2
5.838327707E0,8.695736527E-3,6.601974368E-3,5.921745300E-2,6.021551826E-2
5.843306457E0,4.658129811E-2,2.071774006E-2,6.347084045E-2,8.141000967E-2
5.848279478E0,4.151907563E-2,4.896146059E-2,9.143257141E-2,1.117182768E-1
5.853257916E0,-1.103809476E-2,3.898175061E-2,9.944915771E-3,4.171711598E-2
5.858236405E0,-3.002335131E-2,4.813219607E-2,-9.134292603E-3,5.745907434E-2
5.863214895E0,3.187404573E-2,9.721428156E-3,4.367828369E-4,3.332644199E-2
5.868202447E0,5.521517247E-2,2.391651273E-2,-1.856231689E-2,6.297042528E-2
5.873181301E0,2.158904076E-2,3.329700232E-2,4.332542419E-2,5.875261207E-2
5.878160259E0,7.238164544E-3,2.350004017E-2,7.620525360E-2,8.007423800E-2
5.883139218E0,2.619414032E-2,5.177271366E-2,1.040611267E-1,1.191438834E-1
5.888098176E0,5.443594605E-2,1.802814007E-2,8.894634247E-2,1.058288141E-1
5.893076093E0,4.435087740E-2,-2.957728505E-2,-2.101135254E-2,5.730002664E-2
5.898054009E0,1.266062260E-3,3.886967897E-3,-9.206390381E-2,9.215461908E-2
5.903031926E0,-8.219182491E-3,1.327686012E-2,-2.956676483E-2,3.343685927E-2
5.908036509E0,-3.326192498E-3,1.789133251E-2,-1.032543182E-2,2.092314216E-2
5.913015728E0,1.086376607E-2,3.527313471E-3,2.774715424E-2,3.000613140E-2
5.917994999E0,1.063875854E-2,-3.926102817E-2,5.600452423E-2,6.921790412E-2
5.922974270E0,1.532194018E-2,-3.895711899E-2,2.229881287E-2,4.743053896E-2
5.927940728E0,-2.277043462E-2,-3.385506570E-2,-5.386161804E-2,6.757020101E-2
5.932919322E0,5.879282951E-3,4.550084472E-3,-1.341352463E-1,1.343411089E-1
5.937897968E0,1.049767435E-2,-1.445281506E-2,-8.078479767E-2,8.273613820E-2
5.942876561E0,8.842945099E-4,-2.849665284E-2,-7.061386108E-2,7.615220665E-2
5.947847968E0,-8.544579148E-3,-4.435598850E-3,-6.052589417E-2,6.128677047E-2
5.952826145E0,-8.448958397E-3,-1.386743784E-2,1.120662689E-2,1.973016007E-2
5.957804426E0,-3.214989603E-2,-8.974403143E-3,-4.586887360E-2,5.672838171E-2
5.962782655E0,-7.459510863E-2,-2.316834033E-2,4.948329926E-2,9.246512386E-2
5.967769426E0,-6.915034354E-2,1.018936932E-2,-7.913875580E-2,1.055866276E-1
5.972748072E0,-1.642067730E-2,3.387512267E-2,-4.524040222E-2,5.885453739E-2
5.977726770E0,2.680212259E-3,5.741730332E-2,-1.113414764E-1,1.253030512E-1
5.982705416E0,-1.151204109E-2,1.892758906E-2,6.053352356E-2,6.445997357E-2
5.987674843E0,-3.023040295E-2,9.145393968E-3,4.578399658E-2,5.562094782E-2
5.992652968E0,-2.045920491E-2,1.843926311E-2,2.664566040E-3,2.767102097E-2
5.997631197E0,1.756486297E-2,2.306385338E-2,-3.059864044E-2,4.215142395E-2
6.002609426E0,1.738855243E-2,-9.455084801E-4,-7.783031464E-2,7.975470907E-2
6.007605051E0,3.073960543E-3,-1.525886357E-2,-7.718181610E-2,7.873572815E-2
6.012584061E0,-6.374135613E-3,1.333680749E-2,-2.905273438E-2,3.259695405E-2
6.017563176E0,3.163492680E-2,-1.043324172E-2,-9.816169739E-3,3.472719849E-2
6.022542239E0,2.184437215E-2,-5.300079286E-2,2.825450897E-2,6.391070267E-2
6.027517655E0,-6.858572364E-3,2.344657481E-2,1.134920120E-1,1.160914238E-1
6.032496509E0,-6.832405925E-3,-4.324944317E-2,2.232360840E-2,4.914813931E-2
6.037475416E0,-4.495006800E-2,-3.805853426E-2,-5.383968353E-2,7.979769524E-2
6.042454322E0,-3.516277671E-2,-9.166821837E-3,-4.864215851E-2,6.071664576E-2
6.047411509E0,3.643187881E-2,5.236685276E-3,8.748054504E-3,3.783164183E-2
6.052389270E0,2.190400660E-2,-1.371818781E-2,1.178922653E-1,1.206920064E-1
6.057367082E0,-6.362688541E-2,-1.367698610E-2,3.143692017E-2,7.227531007E-2
6.062344843E0,-1.068426669E-2,-2.772653103E-2,7.866477966E-2,8.408960481E-2
6.067335207E0,3.672599792E-3,-1.322014630E-2,8.275890350E-2,8.388859497E-2
6.072313593E0,4.170449078E-2,-2.743017673E-2,1.295537949E-1,1.388375486E-1
6.077292030E0,3.663180768E-2,5.962386727E-3,-4.247283936E-2,5.640373634E-2
6.082270468E0,4.574134946E-2,1.069097221E-2,-7.535934448E-2,8.880089379E-2
6.087243905E0,-6.744533777E-3,2.487552166E-2,2.024173737E-2,3.277206501E-2
6.092222030E0,4.092232883E-2,5.652561784E-3,7.705688477E-2,8.743198466E-2
6.097200207E0,4.540644586E-2,1.032991707E-2,1.571397781E-1,1.638943635E-1
6.102178384E0,3.550110757E-2,1.966610551E-2,3.236770630E-2,5.191100804E-2
6.107168124E0,5.417028815E-2,4.327374697E-2,-1.340990067E-1,1.509621836E-1
6.112146822E0,1.105800271E-2,4.294212162E-2,3.796577454E-2,5.837555370E-2
6.117125572E0,3.008662164E-2,2.836854756E-2,-5.084037781E-3,4.166325398E-2
6.122104322E0,3.940743208E-2,6.609764695E-2,-1.928615570E-2,7.933347615E-2
6.127077707E0,4.379655421E-2,7.032583654E-2,1.886272430E-2,8.496860487E-2
6.132056145E0,2.915509045E-2,-1.090186834E-2,-2.877807617E-2,4.239159941E-2
6.137034634E0,-2.319456637E-2,-2.972300351E-2,1.471595764E-1,1.519124280E-1
6.142013124E0,-6.081126630E-2,-4.854325950E-2,-4.400539398E-2,8.939201783E-2
6.147000884E0,-3.669776022E-2,-1.956479251E-2,-1.148662567E-1,1.221628571E-1
6.151979791E0,-2.702939510E-2,-4.770623147E-2,-9.966182709E-2,1.137495165E-1
6.156958749E0,1.708060503E-3,-8.521385491E-2,-2.760219574E-2,8.958906043E-2
6.161937707E0,-5.985654891E-2,-5.614049733E-2,1.388254166E-1,1.612670399E-1
6.166893593E0,-2.609606087E-2,2.492541075E-2,-1.092548370E-1,1.150604185E-1
6.171871353E0,2.126306295E-2,-3.218226135E-2,-3.712081909E-2,5.353289644E-2
6.176849114E0,-2.648340166E-2,-3.193497658E-2,-4.156208038E-2,5.872495056E-2
6.181826874E0,-5.927206576E-2,-5.089341104E-2,-7.977485657E-3,7.852997736E-2
6.186817603E0,-6.334720552E-2,-4.099482298E-2,-6.963920593E-2,1.026794184E-1
6.191795989E0,2.257145941E-2,-1.202799380E-2,-1.207542419E-2,2.828355148E-2
6.196774426E0,3.659890592E-2,4.513619840E-2,6.875038147E-2,9.001872735E-2
6.201752864E0,2.702920139E-2,1.624581218E-2,1.156654358E-1,1.198874354E-1
6.206729999E0,-4.429675639E-2,6.832143664E-2,-8.757591248E-3,8.189454644E-2
6.211708280E0,-5.968540907E-3,4.878707230E-2,1.030921936E-2,5.022033361E-2
6.216686666E0,-6.002053618E-3,2.002453804E-2,-6.100177765E-2,6.448428993E-2
6.221665051E0,1.781274378E-2,2.458369732E-2,-7.948780060E-2,8.508796894E-2
6.226626978E0,1.309208572E-2,2.446214855E-2,-4.083251953E-2,4.936693297E-2
6.231604478E0,2.735413611E-2,9.991139174E-3,7.822227478E-2,8.346733431E-2
6.236581978E0,4.144510627E-2,1.473914087E-2,2.534008026E-2,5.076473948E-2
6.241559530E0,2.682323754E-2,2.884012461E-2,2.512836456E-2,4.671909208E-2
6.246572291E0,4.566766322E-2,2.857795358E-2,-2.731323242E-2,6.040072483E-2
6.251551561E0,3.576122224E-2,1.412329078E-2,-1.078100204E-1,1.144610539E-1
6.256530884E0,1.649045944E-2,-1.435033977E-2,-6.417274475E-2,6.779386899E-2
6.261510207E0,-3.580696881E-2,-2.834123373E-2,-1.063709259E-1,1.157589669E-1
6.266461978E0,-2.197116613E-3,5.217537284E-3,2.272796631E-2,2.342243517E-2
6.271439843E0,4.057888687E-2,1.005752385E-2,3.547668457E-3,4.195695171E-2
6.276417811E0,5.440513045E-2,5.056858063E-4,7.949352264E-2,9.632961164E-2
6.281395728E0,-3.129000962E-2,3.382293880E-2,2.185344696E-2,5.099636296E-2
6.286377655E0,2.286896110E-3,1.447075605E-2,7.426261902E-3,1.642504309E-2
6.291355728E0,-2.458378673E-3,1.912842691E-2,-1.398382187E-1,1.411618495E-1
6.296333853E0,-7.267490029E-3,4.752501845E-3,2.752304077E-2,2.886036137E-2
6.301311978E0,3.565625846E-2,4.690438509E-3,-2.493762970E-2,4.376361909E-2
6.306279999E0,4.018302262E-2,1.407304406E-2,7.498836517E-2,8.623213315E-2
6.311257551E0,-2.665755153E-2,-4.310321808E-2,-1.614570618E-3,5.070620574E-2
6.316235155E0,-6.904409826E-2,-1.907698810E-2,1.788415909E-1,1.926534028E-1
6.321212759E0,-5.889616907E-2,-4.852458835E-3,-5.057907104E-2,7.778526541E-2
6.326208957E0,4.582184553E-2,-4.751862586E-2,2.073287964E-3,6.604513498E-2
6.331187447E0,2.145758271E-2,-4.223914444E-2,-4.543018341E-2,6.563897275E-2
6.336165989E0,-4.037609696E-2,-1.811569929E-2,1.306447983E-1,1.379364748E-1
6.341144530E0,-3.986063600E-2,-1.334317029E-2,1.010646820E-1,1.094576651E-1
6.346113645E0,-3.011350334E-2,-3.689262271E-2,8.122825623E-2,9.415900543E-2
6.351091666E0,-1.559317112E-3,-2.230912447E-2,-3.341484070E-2,4.020796045E-2
6.356069739E0,-4.900793731E-2,-4.583673179E-2,1.140680313E-1,1.323416022E-1
6.361047811E0,-5.316793919E-2,-5.977575481E-2,-3.883361816E-2,8.892705168E-2
6.366032551E0,-7.169760764E-2,-4.975003004E-2,3.271865845E-2,9.319937253E-2
6.371010884E0,-3.794284165E-2,-3.965196013E-2,-1.028728485E-2,5.583695375E-2
6.375989270E0,5.078777671E-3,-2.024471760E-2,1.829051971E-2,2.775221945E-2
6.380967707E0,1.001621783E-2,8.496969938E-3,-5.599021912E-3,1.427838100E-2
6.385962811E0,-1.837967336E-2,-2.008655667E-2,1.226587296E-1,1.256441248E-1
6.390941978E0,-8.760556579E-3,-9.468644857E-4,-6.830406189E-2,6.887008621E-2
6.395921249E0,4.335811734E-2,-2.454636991E-2,-5.823802948E-2,7.664279935E-2
6.400900520E0,2.872136235E-2,-9.962022305E-3,-1.337270737E-1,1.371389397E-1
6.405854374E0,7.139768451E-2,-3.354069591E-2,4.783439636E-2,9.225365636E-2
6.410832291E0,5.193547904E-2,1.125335693E-4,5.693721771E-2,7.706590302E-2
6.415810259E0,2.767801285E-2,3.338083625E-2,-1.049871445E-1,1.135898461E-1
6.420788228E0,-3.906153142E-2,8.082634956E-2,-9.137153625E-3,9.023408223E-2
6.425759061E0,3.246259689E-2,-1.478819549E-2,4.792118073E-2,5.974069371E-2
6.430736561E0,-2.476651967E-2,4.462450743E-3,-1.424150467E-1,1.446213659E-1
6.435714166E0,-1.984158158E-2,2.350123227E-2,-5.575466156E-2,6.367557274E-2
6.440691770E0,-3.384830058E-2,5.177471042E-2,-1.740016937E-1,1.846697526E-1
6.445705051E0,2.813515067E-2,3.243100643E-2,5.062866211E-2,6.638236444E-2
6.450684426E0,5.166652799E-2,5.593222380E-2,2.722740173E-3,7.619223771E-2
6.455663801E0,2.287283540E-2,7.443684340E-2,3.594112396E-2,8.576581280E-2
6.460643228E0,1.336424053E-2,7.838585228E-2,1.664638519E-2,8.124067271E-2
6.465598280E0,7.970307767E-2,4.447001219E-2,-8.321189880E-2,1.235086340E-1
6.470576405E0,6.001495570E-2,2.513518929E-2,-8.726692200E-2,1.088535177E-1
6.475554582E0,-1.982346177E-3,1.535247266E-2,8.440780640E-2,8.581553411E-2
6.480532707E0,-3.001567721E-2,8.168023080E-2,9.795665741E-2,1.310271259E-1
6.485530207E0,2.254058421E-2,3.349363804E-2,-7.325172424E-3,4.103120613E-2
6.490509322E0,8.389548957E-2,1.915627718E-2,-1.675987244E-2,8.767160002E-2
6.495488489E0,6.886655837E-2,4.834726453E-3,2.136802673E-2,7.226735092E-2
6.500467603E0,-1.700234413E-2,-2.851895988E-2,7.817268372E-2,8.493161518E-2
6.505446770E0,-1.673600078E-2,-1.410894096E-2,-1.409091949E-1,1.425992888E-1
6.510425884E0,-1.203680038E-2,-9.054839611E-3,-6.375789642E-2,6.551293033E-2
6.515405051E0,4.005810618E-2,-1.823768020E-2,-2.294225693E-1,2.336064643E-1
6.520384166E0,6.834199280E-2,-3.699772060E-2,1.713666916E-1,1.881648275E-1
6.525347916E0,-2.691596746E-2,-8.324190974E-3,6.072521210E-2,6.694260859E-2
6.530326197E0,-9.320054948E-2,-1.777426898E-2,5.546951294E-2,1.099051133E-1
6.535304582E0,-2.133083344E-2,-3.653816879E-2,-6.845378876E-2,8.047337093E-2
6.540282916E0,-4.502886534E-2,-6.944419444E-2,-6.788539886E-2,1.070444872E-1
6.545247395E0,-6.341603398E-2,1.658423245E-2,9.888076782E-2,1.186340439E-1
6.550224999E0,-6.265643239E-2,3.995721042E-2,8.380985260E-2,1.120111538E-1
6.555202655E0,-2.417412400E-2,2.530245483E-2,1.663017273E-2,3.874487239E-2
6.560180311E0,9.080186486E-3,-1.761509478E-2,2.123832703E-2,2.904837148E-2
6.565190416E0,-3.370736539E-2,-7.995530963E-3,2.581024170E-2,4.320050432E-2
6.570169686E0,-5.218921602E-2,1.552990079E-2,7.782649994E-2,9.498345214E-2
6.575149009E0,3.379423916E-2,1.131713390E-3,-4.628181458E-2,5.731786577E-2
6.580128280E0,5.712174624E-2,-2.259121835E-2,-1.076288223E-1,1.239242528E-1
6.585082343E0,1.387947798E-2,-1.287636161E-2,-2.264976501E-3,1.906753041E-2
6.590060311E0,-5.103453994E-3,1.401737332E-3,8.797550201E-2,8.813455091E-2
6.595038332E0,2.355679870E-2,1.091681421E-2,4.925727844E-2,5.568104773E-2
6.600016301E0,7.535509020E-2,-4.602189362E-2,1.360893250E-3,8.830773659E-2
6.604987239E0,-3.926667571E-2,-2.170969546E-2,-7.937145233E-2,9.117571027E-2
6.609964843E0,-3.881272674E-2,-1.685497165E-2,5.899620056E-2,7.260213156E-2
6.614942499E0,-6.210504472E-2,-2.491489053E-3,-1.504278183E-1,1.627629338E-1
6.619920155E0,-6.646929681E-2,-2.613203228E-2,1.024961472E-1,1.249260210E-1
6.624916666E0,-1.851288974E-2,-1.984640956E-3,-8.829498291E-2,9.023674359E-2
6.629895259E0,1.010242105E-2,-3.512558341E-2,2.210941315E-1,2.240948025E-1
6.634873853E0,5.396515131E-3,-1.591359079E-2,-4.666423798E-2,4.959753878E-2
6.639852447E0,-6.105180085E-2,2.228817344E-2,4.869747162E-2,8.121286107E-2
6.644821405E0,-6.527142227E-2,7.836133242E-3,-8.466625214E-2,1.071920603E-1
6.649799478E0,1.596593857E-2,3.629237413E-2,7.748794556E-2,8.704268678E-2
6.654777603E0,1.012758762E-1,5.976217985E-2,-5.611610413E-2,1.302971158E-1
6.659755728E0,7.206874341E-2,6.398938596E-2,5.356884003E-2,1.102640735E-1
6.664729426E0,3.371120989E-2,5.863299966E-2,1.038742065E-2,6.842640447E-2
6.669709425E0,5.249878764E-2,8.186440915E-2,1.954927444E-1,2.183467823E-1
6.674687341E0,7.577490062E-2,-4.314005375E-3,3.716278076E-2,8.450750546E-2
6.679665206E0,8.450494707E-2,2.434794605E-2,-1.056003571E-1,1.374239570E-1
6.684665362E0,9.342612326E-2,5.751857162E-2,-1.854400635E-1,2.154642516E-1
6.689644372E0,8.327735960E-2,-2.365541458E-2,2.504158020E-2,9.012090768E-2
6.694623383E0,2.567383647E-2,-3.292395175E-2,9.131336212E-2,1.004054908E-1
6.699602393E0,2.068144083E-2,-4.216904938E-2,-1.391506195E-2,4.898550469E-2
