"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.588634791E1,-1.698508859E-2,-7.286772132E-3,-1.335296631E-1,1.348026751E-1
2.589132599E1,1.632094383E-2,7.094502449E-3,-1.419143677E-1,1.430258471E-1
2.589630406E1,1.615722477E-2,2.140507102E-2,-1.929636002E-1,1.948183358E-1
2.590128219E1,-2.901434898E-3,4.494759440E-2,-1.106300354E-1,1.194475169E-1
2.590627734E1,-2.175255120E-2,6.349688768E-2,-1.049585342E-1,1.245845983E-1
2.591125630E1,-4.999333620E-2,1.551032066E-2,-2.335739136E-2,5.731903211E-2
2.591623526E1,-3.056107461E-2,1.017361879E-3,-8.489513397E-2,9.023412924E-2
2.592133526E1,-1.894354820E-3,-1.320756972E-2,-1.886558533E-1,1.891270987E-1
2.592631422E1,-1.140324771E-2,-8.321478963E-3,-2.393169403E-1,2.397329326E-1
2.593131812E1,2.957969904E-3,1.081804931E-2,-1.850872040E-1,1.854266778E-1
2.593632203E1,-3.488835692E-2,3.449805081E-2,-6.957721710E-2,8.513696082E-2
2.594126302E1,-5.990386009E-3,3.898636997E-2,-2.150917053E-2,4.492734340E-2
2.594624198E1,-5.871593952E-3,-4.047468305E-3,-6.406402588E-2,6.445973183E-2
2.595122094E1,-1.059986651E-2,-1.832744479E-2,-6.828022003E-2,7.148734748E-2
2.595619984E1,-2.473641932E-2,-4.193796217E-2,-1.009502411E-1,1.120786969E-1
2.596117880E1,-1.971189678E-2,-5.105878413E-2,-1.143522263E-1,1.267753523E-1
2.596607880E1,-5.235403776E-3,-2.686293423E-2,-9.915161133E-2,1.028594610E-1
2.597098427E1,4.326537251E-3,-1.231974363E-2,-5.558681488E-2,5.709981608E-2
2.597595578E1,1.860369742E-2,1.630218327E-2,1.135730743E-2,2.721850784E-2
2.598092734E1,4.272952676E-3,1.134809852E-2,-3.622245789E-2,3.819821880E-2
2.598592135E1,2.320253849E-2,-2.685123682E-2,-6.441402435E-2,7.354259476E-2
2.599089401E1,1.348350942E-2,-1.240189373E-2,-2.253274918E-1,2.260709856E-1
2.599586666E1,-1.989804208E-2,-1.701793075E-2,-1.427249908E-1,1.451067368E-1
2.600083937E1,4.206591845E-2,-2.159634233E-2,-1.462821960E-1,1.537349159E-1
2.600585057E1,3.703613579E-2,-1.194025576E-2,1.163768768E-2,4.061626320E-2
2.601082515E1,3.199851513E-2,-2.411857247E-3,4.003047943E-2,5.130459345E-2
2.601579979E1,2.215696871E-2,-7.159352303E-3,-1.728725433E-2,2.900063362E-2
2.602077443E1,3.614199162E-2,-3.086289763E-2,-7.887554169E-2,9.208752947E-2
2.602575942E1,2.626784146E-2,-3.542324901E-2,-2.016820908E-1,2.064472615E-1
2.603073453E1,1.652431488E-2,-1.861095428E-3,-1.762590408E-1,1.770417073E-1
2.603570968E1,-1.208487153E-2,-6.613984704E-3,-1.368026733E-1,1.374945830E-1
2.604068484E1,2.281874418E-3,7.762253284E-3,-3.119373322E-2,3.222589826E-2
2.604566255E1,1.657816768E-2,-1.126976311E-2,-1.193809509E-2,2.333155200E-2
2.605063781E1,2.590939403E-2,-6.448075175E-3,-4.507923126E-2,5.239285699E-2
2.605561307E1,2.566690743E-2,-1.591286063E-2,-5.895042419E-2,6.623565341E-2
2.606058838E1,6.479561329E-3,3.193005919E-3,-1.534290314E-1,1.535989833E-1
2.606556187E1,1.114645600E-2,1.264268160E-2,-1.853904724E-1,1.861550648E-1
2.607053698E1,-1.266731322E-2,2.210909128E-2,-9.362220764E-2,9.702778213E-2
2.607551218E1,1.120336354E-2,3.144766390E-2,-9.758949280E-2,1.031415533E-1
2.608048739E1,3.017267585E-2,3.596153855E-2,-4.928970337E-2,6.806686037E-2
2.608549880E1,3.464192152E-2,1.664701104E-2,-9.636497498E-2,1.037467788E-1
2.609047578E1,-1.311014593E-2,6.989777088E-3,-1.145563126E-1,1.155157204E-1
2.609545281E1,-8.278951049E-3,1.165850461E-2,-1.373453140E-1,1.380876426E-1
2.610042984E1,-2.238571644E-2,1.628832519E-2,-1.931819916E-1,1.951556090E-1
2.610541193E1,-2.692815661E-2,6.683856249E-3,-1.013498306E-1,1.050789595E-1
2.611038916E1,-2.892613411E-3,2.569770813E-2,-1.502990723E-2,2.991049192E-2
2.611536646E1,1.144669950E-2,1.131281257E-2,-2.439880371E-2,2.922855248E-2
2.612034375E1,1.612034440E-2,4.923394322E-2,-4.793739319E-2,7.058215309E-2
2.612531729E1,1.125697792E-2,1.556430757E-2,-9.550094604E-3,2.145160900E-2
2.613029432E1,1.123182476E-2,-3.681954741E-2,-8.069705963E-2,8.940832395E-2
2.613527140E1,1.115874946E-2,1.502692699E-3,-1.085147858E-1,1.090973625E-1
2.614024854E1,1.444950700E-3,-1.282411814E-2,-1.645965576E-1,1.651017040E-1
2.614523755E1,-8.091732860E-3,6.304219365E-3,-1.299858093E-1,1.303899151E-1
2.615021515E1,1.578889787E-2,6.229385734E-3,-1.146564484E-1,1.159059778E-1
2.615519286E1,-1.286228001E-2,1.090608537E-2,-4.247474670E-2,4.569994587E-2
2.616017057E1,-3.334820271E-3,6.046816707E-3,5.362510681E-3,8.743085229E-3
2.616514547E1,-8.033975959E-3,1.067537069E-2,-2.792263031E-2,3.095450844E-2
2.617012297E1,6.203815341E-3,-2.742305398E-2,-6.567955017E-2,7.144448562E-2
2.617510052E1,-2.241347730E-2,1.082003117E-2,-7.937908173E-2,8.318939629E-2
2.618007807E1,-7.912606001E-3,5.864500999E-3,-7.871818542E-2,7.933192562E-2
2.618506245E1,1.621663570E-3,2.963453531E-2,-6.856441498E-2,7.471221103E-2
2.619004031E1,-1.266491413E-2,3.416348994E-2,-3.950214386E-2,5.373977544E-2
2.619501823E1,-4.098175466E-2,4.335510731E-2,-9.140586853E-2,1.091521981E-1
2.619999609E1,-2.162574232E-2,1.448215544E-2,-4.224777222E-4,2.603044457E-2
2.620498443E1,-7.129237056E-3,4.842132330E-3,-1.191301346E-1,1.194414552E-1
2.620996276E1,-7.097393274E-3,-1.896136999E-2,-8.015060425E-2,8.266816742E-2
2.621494120E1,1.672475040E-2,-3.306953609E-2,-1.507101059E-1,1.551993799E-1
2.621991963E1,1.190441847E-2,-1.372367144E-2,-4.498481750E-2,4.851482395E-2
2.622488724E1,1.192161441E-2,-1.358197629E-2,-4.460716248E-2,4.812893012E-2
2.622986505E1,-7.247343659E-3,-1.344139874E-2,-4.423618317E-2,4.679781075E-2
2.623484291E1,1.652902365E-2,-1.814742386E-2,-1.062965393E-2,2.674933940E-2
2.623982078E1,2.167314291E-3,-4.176017642E-2,-1.007623672E-1,1.090947489E-1
2.624481422E1,-1.207566261E-2,-1.773861051E-2,-4.294204712E-2,4.800520119E-2
2.624979281E1,6.991386414E-3,-1.756338775E-2,-1.660451889E-1,1.671177933E-1
2.625477146E1,-2.544403076E-3,-7.891818881E-3,-7.960319519E-3,1.149441078E-2
2.625975015E1,3.068871796E-2,2.069231868E-2,-6.012725830E-2,7.060634995E-2
2.626470359E1,2.570487559E-2,2.529563010E-2,6.854057312E-3,3.670950330E-2
2.626968094E1,1.126566529E-2,-3.474831581E-3,2.579021454E-2,2.835709497E-2
2.627465833E1,-2.209626138E-2,-3.417700529E-3,-7.414340973E-2,7.744140140E-2
2.627963573E1,1.755818725E-3,-2.240467072E-2,-7.827568054E-2,8.143791705E-2
2.628463094E1,1.605546474E-2,-3.163927794E-2,-1.298542023E-1,1.346140249E-1
2.628960916E1,2.539111674E-2,1.138824224E-2,-8.128738403E-2,8.591879697E-2
2.629458744E1,3.004562855E-2,1.606839895E-2,-3.312206268E-2,4.751846248E-2
2.629956573E1,1.566529274E-2,1.121418178E-2,-2.809429169E-2,3.406535623E-2
2.630455104E1,2.030481398E-2,6.398826838E-3,-2.311038971E-2,3.142165763E-2
2.630952963E1,-2.728083730E-2,1.624390483E-3,-7.040119171E-2,7.551960356E-2
2.631450828E1,-7.846906781E-3,-7.858753204E-3,-6.031417847E-2,6.132808551E-2
2.631948693E1,-2.965539694E-3,-1.726207137E-2,-5.980968475E-2,6.232152055E-2
2.632444469E1,-7.718816400E-3,-2.658633888E-2,-1.657485962E-2,3.226669355E-2
2.632942224E1,1.131196320E-2,2.114753425E-2,-1.643657684E-2,2.907472742E-2
2.633439979E1,6.489679217E-3,1.620216668E-2,-3.054523468E-2,3.518007253E-2
2.633937739E1,-7.694423199E-3,3.034082055E-2,-1.796722412E-3,3.135279495E-2
2.634437172E1,1.887246966E-3,1.102510095E-2,-7.301044464E-2,7.386230147E-2
2.634935010E1,-2.809509635E-3,-3.284081817E-3,-1.198854446E-1,1.199633210E-1
2.635432854E1,-2.767696977E-3,-1.752123237E-2,-1.141376495E-1,1.155078213E-1
2.635930698E1,1.156935096E-2,-1.734785736E-2,-1.036872864E-1,1.057631854E-1
2.636428255E1,1.149339974E-2,1.913994551E-3,-1.259899139E-2,1.716089149E-2
2.636926078E1,-2.182136476E-2,1.617088914E-2,-2.673816681E-2,3.811297915E-2
2.637423906E1,-2.166704834E-2,-2.978488803E-3,-5.500698090E-2,5.919544177E-2
2.637921734E1,-2.473056316E-3,1.726999879E-3,-7.829189301E-2,7.834997796E-2
2.638420427E1,-2.622249722E-2,3.023099899E-2,-7.289123535E-2,8.315446381E-2
2.638918291E1,-1.178495586E-2,-1.277884841E-2,-6.278800964E-2,6.514996781E-2
2.639416161E1,1.207828522E-2,-3.149643540E-3,-6.226348877E-2,6.350234060E-2
2.639914036E1,2.619458735E-2,-1.738871634E-2,-1.525878906E-5,3.144080303E-2
2.640411604E1,4.978719354E-2,6.526008248E-3,-4.761695862E-3,5.043835021E-2
2.640909453E1,3.989368677E-2,2.074606717E-2,2.377033234E-2,5.086191352E-2
2.641407307E1,1.545742154E-3,-1.273490489E-2,1.882171631E-2,2.277771117E-2
2.641905166E1,6.252810359E-3,-1.739712059E-2,1.391506195E-2,2.313841808E-2
2.642402791E1,-3.370702267E-3,-4.092013836E-2,-2.893733978E-2,5.023135466E-2
2.642900630E1,1.567289233E-2,-2.612605691E-3,-1.919937134E-2,2.492149920E-2
2.643398474E1,1.076625288E-2,2.185016870E-3,3.319454193E-2,3.496518431E-2
2.643896323E1,-8.295938373E-3,3.068433702E-2,7.090663910E-2,7.770522891E-2
2.644391677E1,1.339346170E-3,1.146104932E-2,1.333522797E-2,1.763456278E-2
2.644889390E1,-2.709329128E-2,-1.714687049E-2,-5.768775940E-3,3.257821935E-2
2.645387109E1,-4.114051163E-2,-2.177309990E-2,-4.845809937E-2,6.719223892E-2
2.645884823E1,6.707742810E-3,2.130195498E-3,-8.604240417E-2,8.632975653E-2
2.646384995E1,6.625249982E-3,2.042695880E-3,-5.683612823E-2,5.725741888E-2
2.646882833E1,-1.715196669E-2,6.801515818E-3,-1.038465500E-1,1.054730132E-1
2.647380677E1,-3.128097951E-2,6.845384836E-2,-3.175449371E-2,8.168706694E-2
2.647878521E1,2.593518794E-2,1.092797518E-2,-4.573535919E-2,5.370081652E-2
2.648375765E1,-1.699800789E-2,6.116539240E-3,1.162910461E-2,2.148442223E-2
2.648873573E1,6.954550743E-3,-1.294904947E-2,-7.393932343E-2,7.538612078E-2
2.649371385E1,2.215504646E-3,-1.281298697E-2,-4.483032227E-2,4.667803435E-2
2.649869198E1,2.264440060E-3,2.530990541E-2,-3.495788574E-2,4.321773682E-2
2.650368047E1,7.062628865E-3,6.228521466E-3,4.606151581E-2,4.701423662E-2
2.650865906E1,2.371698618E-3,-8.137464523E-3,1.359004974E-1,1.361645640E-1
2.651363771E1,-1.652665436E-2,1.407518983E-3,1.205244064E-1,1.216603631E-1
2.651861635E1,-1.641644537E-2,-3.325358033E-3,1.100234985E-1,1.112911853E-1
2.652360724E1,1.208649576E-2,-3.221303225E-3,5.212497711E-2,5.360478909E-2
2.652858646E1,1.670782268E-2,-4.590439796E-2,1.276664734E-1,1.366934290E-1
2.653356568E1,1.658803225E-2,-1.700270176E-2,1.171064377E-1,1.194913069E-1
2.653854494E1,2.131479979E-2,-1.683364809E-2,1.731157303E-1,1.752334114E-1
2.654347646E1,1.166252792E-2,1.182308793E-2,2.286558151E-1,2.292581116E-1
2.654845328E1,1.638232172E-2,1.645241678E-2,1.982603073E-1,1.996151596E-1
2.655343010E1,-2.727717161E-3,6.797686219E-3,1.966085434E-1,1.967449321E-1
2.655840698E1,6.762385368E-3,6.818041205E-3,1.759767532E-1,1.762385691E-1
2.656343078E1,-2.176424861E-2,-1.220512390E-2,1.507682800E-1,1.528192456E-1
2.656840995E1,-7.317945361E-3,-1.212325692E-2,1.780033112E-1,1.785656867E-1
2.657338916E1,1.175752282E-2,-1.194676757E-2,2.002639771E-1,2.009642384E-1
2.657836844E1,1.647663116E-2,3.566515446E-2,2.223396301E-1,2.257839537E-1
2.658333859E1,1.165929437E-2,2.594628930E-2,2.347354889E-1,2.364527412E-1
2.658831729E1,-2.613693476E-3,6.762683392E-3,2.470264435E-1,2.471328166E-1
2.659329604E1,-1.681686938E-2,-1.705683768E-2,1.974830627E-1,1.989303971E-1
2.659827484E1,7.038161159E-3,-7.438391447E-3,1.768426895E-1,1.771389348E-1
2.660326094E1,2.204433084E-3,-1.684673131E-2,1.326322556E-1,1.337160689E-1
2.660824005E1,-2.492725849E-3,-7.134616375E-3,1.647691727E-1,1.649424042E-1
2.661321916E1,1.189137995E-2,3.563979268E-2,2.061347961E-1,2.095307947E-1
2.661819833E1,2.126169205E-2,3.062173724E-2,2.329082489E-1,2.358728529E-1
2.662321229E1,2.061650157E-3,1.807034016E-3,2.547082901E-1,2.547230434E-1
2.662822620E1,6.814703345E-3,6.615802646E-3,2.573356628E-1,2.575108782E-1
2.663324015E1,-2.718374133E-3,-1.240566373E-2,2.409467697E-1,2.412812382E-1
2.663825406E1,-1.212349534E-2,-5.505962670E-2,2.389402390E-1,2.455014856E-1
2.664323323E1,2.133502066E-2,2.135360241E-2,2.179565430E-1,2.200368471E-1
2.664821234E1,4.017072916E-2,1.165874302E-2,2.873678207E-1,2.903960712E-1
2.665319140E1,1.136556268E-2,2.108606696E-2,2.802257538E-1,2.812477046E-1
2.665817057E1,-7.702559233E-3,2.568632364E-2,3.016338348E-1,3.028235245E-1
2.666314734E1,-2.186432481E-2,-1.718766987E-2,2.848768234E-1,2.862311465E-1
2.666812406E1,-2.667576075E-3,-2.771466970E-3,2.825040817E-1,2.825302695E-1
2.667302406E1,-2.673596144E-3,1.147748530E-2,2.896461487E-1,2.898857917E-1
2.667792406E1,-1.683004200E-2,2.095422149E-2,3.109779358E-1,3.121371594E-1
2.668287828E1,2.131868899E-2,2.085505426E-2,3.226337433E-1,3.240091852E-1
2.668784901E1,-2.581924200E-3,2.075779438E-2,3.484382629E-1,3.490655747E-1
2.669281979E1,7.005408406E-3,1.581557095E-2,3.597812653E-1,3.601968446E-1
2.669782677E1,-1.202726364E-2,-8.127406240E-3,3.045482635E-1,3.048940056E-1
2.670279937E1,-1.670321822E-2,-3.235355020E-3,2.640237808E-1,2.645713927E-1
2.670777203E1,-1.659275591E-2,1.520141959E-3,3.045587540E-1,3.050142046E-1
2.671274463E1,-1.158769429E-2,6.331011653E-3,3.162698746E-1,3.165453995E-1
2.671776182E1,1.227320731E-2,1.580221951E-2,3.658685684E-1,3.664152714E-1
2.672273677E1,1.214319468E-2,-8.044362068E-3,4.245500565E-1,4.247998580E-1
2.672771182E1,-1.633466780E-2,-1.754108071E-2,3.830251694E-1,3.837744015E-1
2.673268682E1,-1.143044233E-2,-1.266641915E-2,3.940792084E-1,3.944483688E-1
2.673766166E1,-3.021165729E-2,-7.833197713E-3,3.623065948E-1,3.636484180E-1
2.674263661E1,-1.094317436E-2,6.551966071E-3,3.830318451E-1,3.832441463E-1
2.674761161E1,8.114218712E-3,6.573438644E-3,3.608465195E-1,3.609975918E-1
2.675258666E1,3.655825555E-2,-7.650718093E-3,4.385662079E-1,4.401537893E-1
2.675755635E1,3.157420456E-2,6.734564900E-3,4.349145889E-1,4.361112065E-1
2.676253104E1,2.668134868E-2,2.090224624E-2,4.217948914E-1,4.231544974E-1
2.676750578E1,-1.630423963E-2,2.070638537E-2,4.515180588E-1,4.522865685E-1
2.677248052E1,-1.855701208E-3,-7.879301906E-3,4.097700119E-1,4.098499600E-1
2.677749718E1,2.929151058E-3,-1.258319616E-2,4.206008911E-1,4.207992709E-1
2.678247401E1,7.673963904E-3,1.794859767E-3,4.645814896E-1,4.646483312E-1
2.678745088E1,2.667233348E-2,6.605550647E-3,4.607124329E-1,4.615311392E-1
2.679242776E1,4.071629047E-2,-7.667258382E-3,4.996109009E-1,5.013258974E-1
2.679739989E1,-2.337694168E-3,1.920521259E-3,4.954481125E-1,4.954573497E-1
2.680237651E1,-1.189181209E-2,-2.864912152E-3,4.913177490E-1,4.914699924E-1
2.680735312E1,-1.652042568E-2,-1.226155460E-2,4.302434921E-1,4.307351073E-1
2.681232974E1,-6.864979863E-3,-2.634614706E-3,4.266586304E-1,4.267219891E-1
2.681733359E1,2.661108971E-3,-1.687921584E-2,4.183540344E-1,4.187028631E-1
2.682231156E1,-1.992240548E-3,-1.191267371E-2,4.860992432E-1,4.862492725E-1
2.682728958E1,7.494419813E-3,2.459079027E-3,5.105390549E-1,5.105999804E-1
2.683226760E1,-1.623876393E-2,1.196177304E-2,4.872922897E-1,4.877095007E-1
2.683723693E1,2.911344171E-3,1.179236174E-2,4.025058746E-1,4.026891044E-1
2.684221448E1,-3.983061016E-2,-2.521932125E-3,3.706617355E-1,3.728041843E-1
2.684719203E1,-1.093800366E-2,-7.221549749E-3,3.628263474E-1,3.630630097E-1
2.685216963E1,1.291751862E-2,-1.188282669E-2,3.835458755E-1,3.839472653E-1
2.685715823E1,7.985308766E-3,7.286310196E-3,3.945951462E-1,3.947431885E-1
2.686213630E1,4.592867196E-2,7.301583886E-3,4.435424805E-1,4.459738647E-1
2.686711442E1,4.556681216E-2,7.268637419E-3,4.350986481E-1,4.375385709E-1
2.687209260E1,-2.324908972E-3,2.618017793E-2,4.314718246E-1,4.322716072E-1
2.687703666E1,1.671025157E-2,2.598893642E-2,3.898887634E-1,3.911111161E-1
2.688201297E1,-2.352073789E-3,2.109995484E-2,3.628997803E-1,3.635202757E-1
2.688698937E1,7.234424353E-3,1.145505905E-2,3.883686066E-1,3.886048505E-1
2.689196578E1,2.618904412E-2,1.613603532E-2,4.231214523E-1,4.242381420E-1
2.689695031E1,4.503589869E-2,1.132938266E-2,4.528379440E-1,4.552129069E-1
2.690192708E1,6.694599986E-3,2.545854449E-2,4.680585861E-1,4.687982457E-1
2.690690390E1,1.135915518E-2,1.580968499E-3,4.546623230E-1,4.548069457E-1
2.691188068E1,6.488904357E-3,-1.260142028E-2,4.223833084E-1,4.226210606E-1
2.691686349E1,-7.788628340E-3,-3.021374345E-3,4.378576279E-1,4.379373171E-1
2.692184057E1,-7.653608918E-3,-1.241603494E-2,4.294633865E-1,4.297109913E-1
2.692681771E1,1.612447202E-2,6.709426641E-3,4.448785782E-1,4.452212532E-1
2.693179479E1,2.066017687E-2,-2.863824368E-3,4.839057922E-1,4.843550972E-1
2.693677911E1,3.010457754E-2,2.562981844E-2,5.083656311E-1,5.099007630E-1
2.694175656E1,-1.761235297E-2,6.451934576E-3,4.946336746E-1,4.949891863E-1
2.694673401E1,-3.247290850E-3,-7.918551564E-3,4.762639999E-1,4.763408926E-1
2.695171151E1,-8.047282696E-3,6.273984909E-3,4.058122635E-1,4.059405312E-1
2.695669031E1,-1.750339568E-2,1.109528542E-2,3.881864548E-1,3.887392415E-1
2.696166781E1,2.059905231E-2,-1.270912588E-2,3.612089157E-1,3.620189548E-1
2.696664536E1,1.095040143E-2,-7.825806737E-3,4.626665115E-1,4.628622424E-1
2.697162286E1,1.431524754E-3,6.464466453E-3,4.825544357E-1,4.825998571E-1
2.697662750E1,1.492500305E-3,2.058346570E-2,4.452934265E-1,4.457714014E-1
2.698160635E1,-1.754224300E-2,-1.759727299E-2,4.273357391E-1,4.280575058E-1
2.698658526E1,1.619011164E-3,-3.171737492E-2,3.715410233E-1,3.728958903E-1
2.699156416E1,2.062059939E-2,-7.731840014E-3,3.399534225E-1,3.406659947E-1
2.699651661E1,-1.276974380E-2,1.906812191E-3,3.893556595E-1,3.895696752E-1
2.700149411E1,3.014266491E-2,1.141689718E-2,4.098558426E-1,4.111213172E-1
2.700647166E1,-2.232192457E-2,1.135075092E-2,4.254350662E-1,4.261714484E-1
2.701144927E1,1.582266390E-2,1.123568416E-2,3.981466293E-1,3.986192867E-1
2.701643968E1,-2.702449262E-2,1.586920023E-2,3.853321075E-1,3.866044333E-1
2.702141786E1,1.713857055E-3,-1.282566786E-2,3.346347809E-1,3.348848633E-1
2.702639609E1,1.719683409E-3,-3.168374300E-2,3.270988464E-1,3.286342530E-1
2.703137432E1,1.602052152E-2,-1.239666343E-2,3.481178284E-1,3.487066917E-1
2.703635432E1,3.495174646E-2,1.142778993E-2,3.832054138E-1,3.849657233E-1
2.704133260E1,1.492798328E-3,-2.885475755E-3,3.942594528E-1,3.942728377E-1
2.704631088E1,-8.045077324E-3,1.136271656E-2,4.052181244E-1,4.054572270E-1
2.705128922E1,-3.639923036E-2,1.134674251E-2,3.875989914E-1,3.894696788E-1
2.705626281E1,-5.496953428E-2,-7.812723517E-3,3.653755188E-1,3.695699637E-1
2.706124083E1,-1.180553436E-2,-2.919539809E-3,3.338403702E-1,3.340618013E-1
2.706621890E1,-2.288326621E-3,6.729438901E-3,3.642988205E-1,3.643681550E-1
2.707119698E1,1.204609871E-2,1.150067151E-2,4.087505341E-1,4.090896882E-1
2.707619318E1,2.146400511E-2,3.522565961E-2,4.765739441E-1,4.783558036E-1
2.708117208E1,-2.386391163E-3,-1.252451539E-2,4.631071091E-1,4.632825842E-1
2.708615109E1,-6.995275617E-3,-1.718921959E-2,4.402561188E-1,4.406470847E-1
2.709113005E1,-6.966561079E-3,-2.186486125E-2,4.033460617E-1,4.039983300E-1
2.709611276E1,1.675662398E-2,1.628306508E-2,3.904857635E-1,3.911841691E-1
2.710109187E1,2.138569951E-2,-1.231439412E-2,4.252204895E-1,4.259359777E-1
2.710607104E1,3.067590296E-2,-2.686381340E-3,4.549160004E-1,4.559570101E-1
2.711105021E1,1.619604230E-2,3.535239398E-2,4.843654633E-1,4.859238681E-1
2.711600807E1,6.634920835E-3,1.846626401E-3,4.898281097E-1,4.898765245E-1
2.712098609E1,-2.846196294E-3,-1.238581538E-2,4.477605820E-1,4.479408979E-1
2.712596416E1,1.946270466E-3,-1.230326295E-2,4.297838211E-1,4.299642905E-1
2.713094224E1,-1.239399612E-2,2.073213458E-3,4.024591446E-1,4.026552774E-1
2.713591948E1,3.516562283E-2,-1.216109097E-2,3.943567276E-1,3.961082450E-1
2.714089744E1,2.534693480E-2,6.912752986E-3,3.768243790E-1,3.777391505E-1
2.714587547E1,5.365009606E-2,6.832033396E-3,3.974266052E-1,4.010896608E-1
2.715085349E1,4.842585325E-2,1.145210862E-2,3.656215668E-1,3.689923362E-1
2.715584760E1,5.257055163E-3,6.486251950E-3,3.530750275E-1,3.531737294E-1
2.716082640E1,1.468262076E-2,-7.835611701E-3,3.596286774E-1,3.600135577E-1
2.716580526E1,5.084618926E-3,-2.203732729E-2,3.471345901E-1,3.478705518E-1
2.717078406E1,1.930807531E-2,6.666615605E-3,3.489913940E-1,3.495886707E-1
2.717577213E1,-9.323447943E-3,2.558426559E-2,3.460826874E-1,3.471522833E-1
2.718075135E1,3.825956583E-2,6.406426430E-3,3.954334259E-1,3.973316386E-1
2.718573068E1,1.901721954E-2,6.382405758E-3,3.921403885E-1,3.926531218E-1
2.719071000E1,1.418177783E-2,6.357803941E-3,3.793773651E-1,3.796955750E-1
2.719566573E1,-4.910141230E-3,1.583103836E-2,3.382291794E-1,3.386350677E-1
2.720064380E1,1.879644394E-2,-1.281502843E-2,2.974205017E-1,2.982892658E-1
2.720562187E1,4.466935992E-3,2.055902779E-2,3.234348297E-1,3.241183676E-1
2.721060000E1,9.149432182E-3,1.566781104E-2,3.682241440E-1,3.686708730E-1
2.721558578E1,4.346147180E-3,2.031439543E-2,4.173898697E-1,4.179065290E-1
2.722056427E1,-1.936192811E-2,1.067754626E-2,4.756441116E-1,4.761577629E-1
2.722554276E1,1.406137645E-2,1.061640680E-2,4.574356079E-1,4.577747981E-1
2.723052125E1,4.468634725E-3,-8.336871862E-3,5.153570175E-1,5.154438162E-1
2.723548333E1,-9.742587805E-3,1.258149743E-3,5.063161850E-1,5.064114732E-1
2.724046094E1,-1.913902164E-2,-2.251484990E-2,5.068454742E-1,5.077061703E-1
2.724543859E1,-4.862502217E-3,6.191626191E-3,4.218950272E-1,4.219684753E-1
2.725041625E1,3.308679163E-2,6.219059229E-3,4.041337967E-1,4.055336461E-1
2.725539385E1,5.177617073E-2,1.497790217E-3,4.197607040E-1,4.229445163E-1
2.726037146E1,3.242260218E-2,1.514017582E-3,4.590005875E-1,4.601467773E-1
2.726534911E1,-1.046071947E-2,-3.319963813E-3,5.643911362E-1,5.644978329E-1
2.727032677E1,-2.454501390E-2,-2.235998213E-2,4.742145538E-1,4.753755038E-1
2.727533265E1,-2.916772664E-2,-6.498347223E-2,2.850685120E-1,2.938327151E-1
2.728031166E1,-5.362540483E-3,2.105976641E-2,1.687269211E-1,1.701206763E-1
2.728529078E1,3.279262781E-2,2.020016313E-3,3.430194855E-1,3.445893271E-1
2.729026984E1,-5.143076181E-3,4.946562648E-2,4.731235504E-1,4.757301687E-1
2.729523390E1,-3.341756761E-2,-3.252878785E-3,4.976730347E-1,4.988043349E-1
2.730021213E1,-5.221466720E-2,-3.173689544E-2,3.843088150E-1,3.891360524E-1
2.730519047E1,-9.172081947E-3,-4.579101503E-2,1.959114075E-1,2.014006547E-1
2.731016880E1,5.119800568E-3,2.105161548E-3,2.132730484E-1,2.133448786E-1
2.731516646E1,1.944582164E-2,2.111053467E-2,2.779779434E-1,2.794557777E-1
2.732014573E1,1.455686986E-2,6.717950106E-3,4.086198807E-1,4.089342737E-1
2.732512505E1,4.299978912E-2,2.563337982E-2,3.957185745E-1,3.988724636E-1
2.733010432E1,3.791664541E-2,1.653924584E-3,4.114151001E-1,4.131619441E-1
2.733507312E1,-5.162954330E-4,-7.879391313E-3,3.604984283E-1,3.605848974E-1
2.734005182E1,-5.289524794E-3,1.712113619E-3,2.530269623E-1,2.530880362E-1
2.734503057E1,4.221454263E-3,6.425336003E-3,3.078994751E-1,3.079954421E-1
2.735000937E1,-5.290135741E-3,2.529411018E-2,3.290748596E-1,3.300879289E-1
2.735494521E1,5.175632238E-2,1.571626961E-2,3.785686493E-1,3.824133108E-1
2.735992177E1,4.184861481E-2,3.455828130E-2,3.754138947E-1,3.793167195E-1
2.736489833E1,2.727705240E-2,2.000218630E-2,3.912792206E-1,3.927385307E-1
2.736987495E1,-3.455659747E-2,7.681995630E-4,3.167915344E-1,3.186716568E-1
2.737489406E1,-5.806982517E-3,4.347626865E-2,2.809114456E-1,2.843152252E-1
2.737987276E1,1.795479655E-2,5.154922605E-3,2.595767975E-1,2.602480773E-1
2.738485151E1,2.257429063E-2,3.358189762E-2,2.906532288E-1,2.934563713E-1
2.738983021E1,2.240888774E-2,3.338098526E-2,3.214721680E-1,3.239765473E-1
2.739479547E1,-6.195515394E-3,4.257720709E-2,3.282909393E-1,3.310983899E-1
2.739977349E1,8.073508739E-3,9.061887860E-3,3.255558014E-1,3.257819504E-1
2.740475151E1,-1.096501946E-2,1.366138458E-2,2.801055908E-1,2.806528231E-1
2.740972958E1,-2.509640157E-2,1.342318952E-2,2.635240555E-1,2.650564830E-1
